Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.1,1.3480509557543978,1.0333333333333334,0.889917986664224
Lazio,2.2,1.3235271579877137,1.0333333333333334,0.9278574999588488
Napoli,1.6,1.191926866536875,1.3333333333333333,1.0283342182227606
Atalanta,2.7666666666666666,1.8879533405494835,1.3,0.9878573120474015
Torino,1.1333333333333333,1.0416609195243756,1.8666666666666667,1.6344003083137535
Brescia,0.9,0.8448627719625691,1.9333333333333333,1.507071454117585
Juventus,2.1,1.0288929437289247,0.8666666666666667,0.8603661343041527
Udinese,0.9,0.9228890171255885,1.4333333333333333,1.5905612397739561
Genoa,1.2333333333333334,0.9352607356658147,1.9333333333333333,1.3628907749221197
Roma,1.8,1.4239333576037019,1.4,1.0372377109252813
Bologna,1.4333333333333333,1.0400044208570938,1.5666666666666667,0.858359836662575
Verona,1.2333333333333334,1.0063019815944516,1.2,1.0305673027596216
Fiorentina,1.2333333333333334,1.1043279539543756,1.4333333333333333,1.3047217521658447
Spal,0.7666666666666667,0.7279320417946062,1.7666666666666666,1.1351236704106018
Sassuolo,1.8333333333333333,1.2617266038997934,1.7333333333333334,1.284746944983205
Cagliari,1.6,1.3287276776598396,1.5333333333333334,1.0080138659874618
Milan,1.3,1.0221680811915899,1.2333333333333334,1.2780193008453875
Parma,1.3666666666666667,1.2452207485597397,1.3333333333333333,1.0933445471810679
Sampdoria,1.2,1.1566896880679618,1.7,1.534657099743491
Lecce,1.2666666666666666,1.0806553992619585,2.3333333333333335,1.5610194134588466
