Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.0,1.224744871391589,0.2,0.44721359549995804
Lazio,1.4,1.140175425099138,0.8,0.8366600265340756
Napoli,2.6,1.6733200530681511,1.8,1.6431676725154984
Atalanta,2.2,0.44721359549995787,1.6,1.140175425099138
Torino,1.6,1.140175425099138,1.4,0.5477225575051661
Brescia,1.2,1.0954451150103324,1.4,1.6733200530681511
Juventus,1.8,1.4832396974191324,1.0,1.224744871391589
Udinese,0.4,0.5477225575051662,1.0,1.224744871391589
Genoa,1.4,1.140175425099138,1.8,1.3038404810405297
Roma,2.0,1.5811388300841898,1.8,0.8366600265340756
Bologna,1.4,1.51657508881031,1.2,1.3038404810405297
Verona,0.6,0.5477225575051662,0.8,0.8366600265340756
Fiorentina,1.6,1.140175425099138,1.8,1.4832396974191326
Spal,1.0,1.0,2.2,1.0954451150103321
Sassuolo,2.0,1.5811388300841898,1.6,1.51657508881031
Cagliari,1.6,1.3416407864998738,1.0,0.7071067811865476
Milan,0.6,0.5477225575051662,1.0,1.0
Parma,1.0,1.224744871391589,1.4,1.140175425099138
Sampdoria,0.6,0.5477225575051662,2.2,1.4832396974191326
Lecce,1.2,1.3038404810405297,2.2,1.6431676725154984
