Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.04,1.1357816691600546,0.92,0.812403840463596
Lazio,2.32,1.3759844960366863,0.92,0.8124038404635961
Napoli,1.56,1.2274635093014645,1.4,1.0801234497346435
Atalanta,2.68,1.8421002506197468,1.32,0.9882644720249062
Torino,1.12,1.1298967504452195,1.76,1.6401219466856725
Brescia,0.88,0.8326663997864531,1.84,1.34412301024373
Juventus,1.92,0.9539392014169457,0.96,0.8888194417315589
Udinese,0.84,0.8981462390204986,1.48,1.6613247725836149
Genoa,1.16,0.9865765724632495,1.84,1.4047538337136987
Roma,1.88,1.3940349110884322,1.28,1.0614455552060438
Bologna,1.52,1.0456258094238748,1.6,0.9128709291752769
Verona,1.2,0.9128709291752769,1.0,1.0
Fiorentina,1.28,1.173314393786536,1.44,1.3564659966250536
Spal,0.76,0.7234178138070235,1.76,1.1284207253207172
Sassuolo,1.56,1.1930353445448854,1.72,1.307669683062202
Cagliari,1.56,1.2935738607954836,1.52,0.918331820930394
Milan,1.08,0.8621678104251708,1.28,1.3391539617733776
Parma,1.32,1.2151817422372122,1.24,1.1284207253207172
Sampdoria,1.08,1.1874342087037917,1.8,1.6329931618554523
Lecce,1.28,1.1372481406154653,1.96,1.2409673645990857
