Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.25,1.2583057392117916,0.25,0.5
Lazio,1.75,0.9574271077563381,0.75,0.9574271077563381
Napoli,3.25,0.9574271077563381,2.0,1.8257418583505538
Atalanta,2.25,0.5,2.0,0.816496580927726
Torino,1.5,1.2909944487358056,1.5,0.5773502691896257
Brescia,1.25,1.2583057392117916,1.25,1.8929694486000912
Juventus,1.75,1.707825127659933,1.0,1.4142135623730951
Udinese,0.5,0.5773502691896257,1.25,1.2583057392117916
Genoa,1.75,0.9574271077563381,2.25,0.9574271077563381
Roma,2.5,1.2909944487358056,1.75,0.9574271077563381
Bologna,1.75,1.5,1.5,1.2909944487358056
Verona,0.75,0.5,1.0,0.816496580927726
Fiorentina,1.5,1.2909944487358056,2.0,1.632993161855452
Spal,1.0,1.1547005383792515,2.0,1.1547005383792515
Sassuolo,2.5,1.2909944487358056,1.75,1.707825127659933
Cagliari,1.75,1.5,1.25,0.5
Milan,0.5,0.5773502691896257,0.75,0.9574271077563381
Parma,1.0,1.4142135623730951,1.75,0.9574271077563381
Sampdoria,0.5,0.5773502691896257,2.25,1.707825127659933
Lecce,0.75,0.9574271077563381,2.5,1.7320508075688772
