Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.138888888888889,1.3342258917285073,1.0,0.8944271909999159
Lazio,2.111111111111111,1.3893015260046073,1.0833333333333333,0.9063269671749657
Napoli,1.6111111111111112,1.1026663211838004,1.3055555555555556,0.9803627446568495
Atalanta,2.6666666666666665,1.8822478962286402,1.25,0.9673232581274399
Torino,1.1944444444444444,1.0642084770098774,1.7777777777777777,1.551241182521018
Brescia,0.9444444444444444,0.8261595987094034,2.111111111111111,1.5634719199411433
Juventus,2.0833333333333335,0.9673232581274399,1.0555555555555556,1.0404516723710346
Udinese,0.9722222222222222,0.9407022031018291,1.3611111111111112,1.5334886049747163
Genoa,1.2222222222222223,0.9292427365828927,1.8888888888888888,1.3261712403495105
Roma,1.9722222222222223,1.4829721336580635,1.3333333333333333,0.9856107606091625
Bologna,1.4166666666666667,1.02469507659596,1.6666666666666667,0.9856107606091623
Verona,1.2222222222222223,0.9292427365828928,1.3333333333333333,1.1464230084422218
Fiorentina,1.2222222222222223,1.098339294730552,1.3055555555555556,1.2608261338037612
Spal,0.7222222222222222,0.7014723744122017,1.9722222222222223,1.319872528717638
Sassuolo,1.7777777777777777,1.2215005084172057,1.7222222222222223,1.2097487604837889
Cagliari,1.3888888888888888,1.3153549825650603,1.4722222222222223,1.027788502732545
Milan,1.5555555555555556,1.2292725943057183,1.25,1.1801936887041646
Parma,1.4166666666666667,1.1557310611531932,1.4444444444444444,1.0808579778370366
Sampdoria,1.2777777777777777,1.2097487604837887,1.6666666666666667,1.4342743312012722
Lecce,1.3055555555555556,1.0642084770098774,2.2222222222222223,1.5139562384902319
