Partita,0,1,2,3,4
Salernitana-Lazio,0.3638834756169618,0.5206503582735563,0.09870194955112808,0.011467201389644438,0.00529701516870928
Atalanta-Napoli,0.14501704710450813,0.5623064693837452,0.20703463652061602,0.0811725889378144,0.0044692580533162085
Milan-Fiorentina,0.058673087123061664,0.3308053101937149,0.4114018262987003,0.18225189610300477,0.016867880281518453
Cagliari-Monza,0.396248128764296,0.4137367107701715,0.15085000836444995,0.013662448431074262,0.025502703670008193
Empoli-Sassuolo,0.4103379074044101,0.161266945117617,0.3352758739110244,0.0879431579173478,0.005176115649600628
Frosinone-Genoa,0.20972414869860925,0.2680308668871058,0.4085349481090073,0.09793990921689377,0.015770127088383816
Roma-Udinese,0.4698110536612033,0.30985250554503463,0.04899092878971547,0.0754281247617369,0.09591738724230964
Juventus-Inter,0.5095519591202124,0.33002044025630767,0.13464727917167033,0.011506172799397234,0.014274148652412342
Verona-Lecce,0.3320938468600037,0.35943237764016656,0.28240282144784956,0.018232669907519667,0.00783828414446066
Bologna-Torino,0.36831731146779906,0.2871534260058095,0.2281909483710844,0.10304711105874925,0.01329120309655776
