,squadra,esito
0,Sassuolo,sconfitta
1,Sampdoria,sconfitta
2,Monza,sconfitta
3,Inter,vittoria
4,Atalanta,sconfitta
5,Fiorentina,pareggio
6,Salernitana,sconfitta
7,Spezia,sconfitta
8,Roma,vittoria
9,Torino,pareggio
10,Napoli,vittoria
11,Bologna,vittoria
12,Milan,vittoria
13,Udinese,sconfitta
14,Lecce,vittoria
15,Empoli,pareggio
16,Lazio,vittoria
17,Juventus,vittoria
18,Verona,sconfitta
19,Cremonese,pareggio
