,squadra,esito
0,Atalanta,vittoria
1,Juventus,vittoria
2,Sampdoria,sconfitta
3,Salernitana,pareggio
4,Verona,sconfitta
5,Lazio,vittoria
6,Monza,pareggio
7,Milan,pareggio
8,Empoli,vittoria
9,Udinese,pareggio
10,Spezia,sconfitta
11,Lecce,sconfitta
12,Torino,vittoria
13,Fiorentina,pareggio
14,Inter,vittoria
15,Sassuolo,sconfitta
16,Roma,pareggio
17,Cremonese,pareggio
18,Bologna,sconfitta
19,Napoli,pareggio
