,squadra,esito
0,Napoli,vittoria
1,Lecce,sconfitta
2,Inter,vittoria
3,Empoli,sconfitta
4,Cremonese,pareggio
5,Spezia,sconfitta
6,Lazio,sconfitta
7,Torino,vittoria
8,Verona,sconfitta
9,Monza,sconfitta
10,Sassuolo,sconfitta
11,Juventus,vittoria
12,Sampdoria,sconfitta
13,Atalanta,vittoria
14,Udinese,pareggio
15,Fiorentina,vittoria
16,Salernitana,vittoria
17,Milan,sconfitta
18,Roma,vittoria
19,Bologna,vittoria
