,squadra,esito
0,Milan,vittoria
1,Sampdoria,sconfitta
2,Lecce,sconfitta
3,Monza,sconfitta
4,Fiorentina,vittoria
5,Lazio,vittoria
6,Salernitana,sconfitta
7,Spezia,vittoria
8,Verona,sconfitta
9,Juventus,vittoria
10,Udinese,sconfitta
11,Atalanta,vittoria
12,Inter,vittoria
13,Torino,vittoria
14,Cremonese,sconfitta
15,Bologna,sconfitta
16,Roma,vittoria
17,Empoli,sconfitta
18,Napoli,vittoria
19,Sassuolo,sconfitta
