,squadra,esito
0,Bologna,vittoria
1,Lecce,sconfitta
2,Empoli,pareggio
3,Cremonese,sconfitta
4,Atalanta,vittoria
5,Milan,sconfitta
6,Juventus,sconfitta
7,Lazio,pareggio
8,Napoli,vittoria
9,Udinese,pareggio
10,Spezia,sconfitta
11,Salernitana,vittoria
12,Torino,pareggio
13,Inter,vittoria
14,Sampdoria,sconfitta
15,Sassuolo,vittoria
16,Monza,vittoria
17,Fiorentina,pareggio
18,Roma,sconfitta
19,Verona,pareggio
