,squadra,esito
0,Sassuolo,pareggio
1,Inter,vittoria
2,Roma,vittoria
3,Empoli,pareggio
4,Sampdoria,pareggio
5,Udinese,vittoria
6,Juventus,vittoria
7,Napoli,pareggio
8,Atalanta,vittoria
9,Bologna,pareggio
10,Milan,pareggio
11,Cremonese,sconfitta
12,Monza,sconfitta
13,Verona,pareggio
14,Lazio,pareggio
15,Fiorentina,sconfitta
16,Spezia,sconfitta
17,Lecce,pareggio
18,Torino,sconfitta
19,Salernitana,pareggio
