,squadra,esito
0,Napoli,sconfitta
1,Monza,vittoria
2,Atalanta,pareggio
3,Fiorentina,vittoria
4,Spezia,pareggio
5,Sampdoria,pareggio
6,Inter,vittoria
7,Roma,vittoria
8,Sassuolo,vittoria
9,Torino,vittoria
10,Lazio,vittoria
11,Empoli,sconfitta
12,Udinese,pareggio
13,Milan,sconfitta
14,Verona,pareggio
15,Salernitana,pareggio
16,Lecce,sconfitta
17,Juventus,sconfitta
18,Cremonese,sconfitta
19,Bologna,sconfitta
