,squadra,esito
0,Fiorentina,pareggio
1,Milan,vittoria
2,Lazio,sconfitta
3,Cremonese,pareggio
4,Spezia,pareggio
5,Verona,vittoria
6,Udinese,vittoria
7,Monza,sconfitta
8,Salernitana,pareggio
9,Torino,vittoria
10,Juventus,pareggio
11,Inter,sconfitta
12,Napoli,vittoria
13,Sassuolo,pareggio
14,Bologna,pareggio
15,Sampdoria,sconfitta
16,Roma,sconfitta
17,Atalanta,vittoria
18,Empoli,pareggio
19,Lecce,sconfitta
