,squadra,esito
0,Torino,pareggio
1,Udinese,pareggio
2,Inter,vittoria
3,Sassuolo,vittoria
4,Empoli,pareggio
5,Napoli,vittoria
6,Atalanta,pareggio
7,Bologna,pareggio
8,Roma,vittoria
9,Sampdoria,pareggio
10,Lazio,pareggio
11,Salernitana,pareggio
12,Spezia,sconfitta
13,Lecce,sconfitta
14,Fiorentina,pareggio
15,Monza,sconfitta
16,Milan,pareggio
17,Verona,pareggio
18,Cremonese,sconfitta
19,Juventus,pareggio
