Partita,0,1,2,3,4
Salernitana-Sassuolo,0.21,0.38,0.21,0.12,0.09
Milan-Lecce,0.24,0.26,0.32,0.09,0.09
Roma-Lazio,0.35,0.35,0.15,0.09,0.06
Empoli-Torino,0.35,0.35,0.21,0.09,0.0
Frosinone-Bologna,0.35,0.38,0.24,0.03,0.0
Monza-Napoli,0.29,0.29,0.21,0.21,0.0
Cagliari-Atalanta,0.44,0.26,0.18,0.12,0.0
Verona-Genoa,0.29,0.38,0.21,0.12,0.0
Juventus-Fiorentina,0.32,0.24,0.26,0.09,0.09
Udinese-Inter,0.44,0.41,0.15,0.0,0.0
