Partita,0,1,2,3,4
Salernitana-Sassuolo,0.34,0.37,0.14,0.13,0.02
Milan-Lecce,0.43,0.32,0.19,0.04,0.02
Roma-Lazio,0.38,0.33,0.21,0.06,0.02
Empoli-Torino,0.54,0.24,0.11,0.08,0.03
Frosinone-Bologna,0.6,0.15,0.14,0.06,0.05
Monza-Napoli,0.56,0.25,0.14,0.03,0.02
Cagliari-Atalanta,0.6,0.16,0.12,0.06,0.06
Verona-Genoa,0.39,0.31,0.18,0.1,0.03
Juventus-Fiorentina,0.53,0.28,0.13,0.04,0.02
Udinese-Inter,0.62,0.19,0.1,0.07,0.02
