,squadra_casa,squadra_trasferta,risultato
0,Sassuolo,Bologna,3 - 1
1,Brescia,Torino,0 - 4
2,Inter,Verona,2 - 1
3,Napoli,Genoa,0 - 0
4,Cagliari,Fiorentina,5 - 2
5,Lazio,Lecce,4 - 2
6,Sampdoria,Atalanta,0 - 0
7,Udinese,Spal,0 - 0
8,Parma,Roma,2 - 0
9,Juventus,Milan,1 - 0
