,squadra_casa,squadra_trasferta,risultato
0,Milan,Atalanta,1 - 1
1,Brescia,Parma,1 - 2
2,Genoa,Inter,0 - 3
3,Napoli,Sassuolo,2 - 0
4,Bologna,Lecce,3 - 2
5,Roma,Fiorentina,2 - 1
6,Verona,Lazio,1 - 5
7,Spal,Torino,1 - 1
8,Cagliari,Udinese,0 - 1
9,Juventus,Sampdoria,2 - 0
