,squadra_casa,squadra_trasferta,risultato
0,Atalanta,Juventus,1 - 3
1,Milan,Napoli,1 - 1
2,Torino,Inter,0 - 3
3,Bologna,Parma,2 - 2
4,Verona,Fiorentina,1 - 0
5,Roma,Brescia,3 - 0
6,Sassuolo,Lazio,1 - 2
7,Sampdoria,Udinese,2 - 1
8,Lecce,Cagliari,2 - 2
9,Spal,Genoa,1 - 1
