,squadra_casa,squadra_trasferta,risultato
0,Fiorentina,Juventus,0 - 0
1,Napoli,Sampdoria,2 - 0
2,Inter,Udinese,1 - 0
3,Genoa,Atalanta,1 - 2
4,Brescia,Bologna,3 - 4
5,Parma,Cagliari,1 - 3
6,Spal,Lazio,2 - 1
7,Roma,Sassuolo,4 - 2
8,Verona,Milan,0 - 1
9,Torino,Lecce,1 - 2
