Partita,0,1,2,3,4
Napoli-Atalanta,0.29924235562889767,0.310522325000888,0.30926953597479806,0.06022279725666645,0.020742986138749833
Genoa-Frosinone,0.5065399316543919,0.27250088714926296,0.16257933584086684,0.050022435954858016,0.00835740940062029
Torino-Monza,0.8011285766011699,0.11512915923616676,0.05567185441602485,0.023724873147608225,0.0043455365990303346
Lazio-Juventus,0.17561221588819192,0.4873670135819315,0.30446983168358627,0.024907111572531573,0.007643827273758637
Fiorentina-Milan,0.22520037408481175,0.44272856542006434,0.22544756712038408,0.08886364656263143,0.017759846812108515
Bologna-Salernitana,0.689661823446007,0.24100649575497865,0.0517638783680882,0.013219690046707247,0.004348112384218954
Cagliari-Verona,0.36142129690658215,0.3549909812506367,0.20143731462466327,0.06592879265626123,0.016221614561856685
Sassuolo-Udinese,0.21812941675744438,0.42736757433146866,0.264696795398202,0.06391494691661691,0.025891266596267854
Lecce-Roma,0.21834198336259303,0.36398318378611494,0.22768628626503817,0.1552510084639233,0.03473753812233066
Inter-Empoli,0.8416527007532685,0.11461709635830214,0.02808446502932607,0.01277542845366329,0.0028703094054400597
