Partita,0,1,2,3,4
Lazio-Milan,0.24412140602798807,0.3277253809583605,0.31981340999732805,0.09942379274970636,0.008916010266616987
Udinese-Salernitana,0.6020976969919944,0.23506523103842464,0.1302834788008136,0.023457368474732513,0.009096224694034984
Monza-Roma,0.40639453254174635,0.22863033500017713,0.19672156662196755,0.10888551037510472,0.059368055461004446
Torino-Fiorentina,0.6700938957800112,0.20276382640914023,0.08460471722341455,0.027413793017562308,0.015123767569871634
Verona-Sassuolo,0.3354115822378216,0.4340960932344396,0.16500076209220504,0.05305172693212065,0.012439835503412986
Empoli-Cagliari,0.5877331778963504,0.23298247781796064,0.12107161212829157,0.04538905632365901,0.012823675833738482
Frosinone-Lecce,0.18102118757774138,0.3952678656765605,0.3616893638884986,0.048715370476080114,0.013306212381119436
Atalanta-Bologna,0.42726436949698393,0.33164454576935043,0.1991779742838411,0.031452985179980984,0.010460125269843497
Napoli-Juventus,0.20601003667697304,0.4659428273824069,0.27696566115531984,0.04222414254691667,0.008857332238383562
Inter-Genoa,0.7714809155712415,0.18294651964773667,0.03674679965411299,0.006125451103037188,0.0027003140238716335
