Partita,0,1,2,3,4
Lazio-Milan,0.535957388940242,0.20630824583165572,0.21112751702560323,0.038866686509303076,0.007740161693195856
Udinese-Salernitana,0.35720086094713976,0.3160792049024946,0.2656409536733313,0.03984702979443577,0.021231950682598533
Monza-Roma,0.5039248379885863,0.33980205528581986,0.029033510219480977,0.07149097122345505,0.05574862528265779
Torino-Fiorentina,0.6702255127376222,0.24019376645154192,0.06751977866726919,0.01615385296656587,0.0059070891770006805
Verona-Sassuolo,0.26944661241336254,0.4315960885790916,0.25530489365311626,0.03712773128110245,0.0065246740733271545
Empoli-Cagliari,0.5045048160553169,0.2763865313579248,0.0967418975711716,0.1175575511114932,0.00480920390409343
Frosinone-Lecce,0.4091261093958586,0.29957955925574486,0.19798506643950997,0.08072340547862797,0.012585859430258388
Atalanta-Bologna,0.39022143706472295,0.24573500298604092,0.3247421302382605,0.021269239125621342,0.018032190585354286
Napoli-Juventus,0.7436001940800397,0.14923601908498865,0.08084816065117587,0.019518141237471854,0.006797484946323932
Inter-Genoa,0.5114115871478532,0.19673087015681837,0.1641527047852006,0.09877560032286299,0.028929237587264744
