,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.5,0.7071067811865476,0.5,0.7071067811865476
Sampdoria,0.5,0.7071067811865476,3.5,0.7071067811865476
Genoa,2.5,0.7071067811865476,2.0,1.4142135623730951
Parma,1.5,2.1213203435596424,1.0,0.0
Fiorentina,2.0,1.4142135623730951,3.0,1.4142135623730951
Lazio,2.0,1.4142135623730951,0.5,0.7071067811865476
Spal,1.0,1.4142135623730951,2.0,1.4142135623730951
Lecce,0.0,0.0,2.5,2.1213203435596424
Verona,1.0,0.0,0.5,0.7071067811865476
Juventus,2.5,2.1213203435596424,1.5,2.1213203435596424
Udinese,1.0,0.0,1.5,2.1213203435596424
Atalanta,2.5,0.7071067811865476,2.5,0.7071067811865476
Inter,3.0,1.4142135623730951,0.5,0.7071067811865476
Torino,2.5,0.7071067811865476,1.5,0.7071067811865476
Cagliari,0.5,0.7071067811865476,1.5,0.7071067811865476
Bologna,1.0,0.0,0.5,0.7071067811865476
Roma,2.0,1.4142135623730951,2.0,1.4142135623730951
Brescia,0.5,0.7071067811865476,0.5,0.7071067811865476
Napoli,3.5,0.7071067811865476,3.5,0.7071067811865476
Sassuolo,2.5,2.1213203435596424,1.5,0.7071067811865476
