,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.5,0.5773502691896257,0.75,0.9574271077563381
Sampdoria,0.5,0.5773502691896257,2.25,1.707825127659933
Genoa,1.75,0.9574271077563381,2.25,0.9574271077563381
Parma,1.0,1.4142135623730951,1.75,0.9574271077563381
Fiorentina,1.5,1.2909944487358056,2.0,1.632993161855452
Lazio,1.75,0.9574271077563381,0.75,0.9574271077563381
Spal,1.0,1.1547005383792515,2.0,1.1547005383792515
Lecce,0.75,0.9574271077563381,2.5,1.7320508075688772
Verona,0.75,0.5,1.0,0.816496580927726
Juventus,1.75,1.707825127659933,1.0,1.4142135623730951
Udinese,0.5,0.5773502691896257,1.25,1.2583057392117916
Atalanta,2.25,0.5,2.0,0.816496580927726
Inter,2.25,1.2583057392117916,0.25,0.5
Torino,1.5,1.2909944487358056,1.5,0.5773502691896257
Cagliari,1.75,1.5,1.25,0.5
Bologna,1.75,1.5,1.5,1.2909944487358056
Roma,2.5,1.2909944487358056,1.75,0.9574271077563381
Brescia,1.25,1.2583057392117916,1.25,1.8929694486000912
Napoli,3.25,0.9574271077563381,2.0,1.8257418583505538
Sassuolo,2.5,1.2909944487358056,1.75,1.707825127659933
