,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,0.8888888888888888,0.8323523637957304,1.3333333333333333,1.3284223283101428
Sampdoria,0.0,0.0,0.0,0.0,0.7777777777777778,0.8084520834544434,1.5,1.3826657968874305
Genoa,0.0,0.0,0.0,0.0,1.0555555555555556,0.9983646759294875,2.0,1.4142135623730951
Parma,0.0,0.0,0.0,0.0,1.3333333333333333,1.3719886811400706,1.3888888888888888,1.1950332945836273
Fiorentina,0.0,0.0,0.0,0.0,1.2222222222222223,0.9428090415820635,1.6111111111111112,1.4199788270537859
Lazio,0.0,0.0,0.0,0.0,2.2222222222222223,1.2153699778283713,0.9444444444444444,0.8726040960806521
Spal,0.0,0.0,0.0,0.0,0.6666666666666666,0.7669649888473704,1.5555555555555556,0.9835244081556433
Lecce,0.0,0.0,0.0,0.0,1.2222222222222223,0.9428090415820634,2.0,1.2366938848016846
Verona,0.0,0.0,0.0,0.0,1.0555555555555556,0.8726040960806521,1.1111111111111112,1.131832916836221
Juventus,0.0,0.0,0.0,0.0,1.9444444444444444,1.055641551364534,0.9444444444444444,0.9375953110592338
Udinese,0.0,0.0,0.0,0.0,0.7777777777777778,0.8084520834544433,1.5555555555555556,1.854159781877502
Atalanta,0.0,0.0,0.0,0.0,2.6666666666666665,1.7822655773580138,1.3888888888888888,1.0921586228732252
Inter,0.0,0.0,0.0,0.0,2.1666666666666665,1.1504474832710556,0.8333333333333334,0.8574929257125443
Torino,0.0,0.0,0.0,0.0,1.3333333333333333,1.2366938848016846,1.4444444444444444,1.1991282236408358
Cagliari,0.0,0.0,0.0,0.0,1.8333333333333333,1.3394467690277296,1.5,1.0431851677040116
Bologna,0.0,0.0,0.0,0.0,1.5555555555555556,0.9835244081556436,1.6666666666666667,0.9701425001453319
Roma,0.0,0.0,0.0,0.0,1.8333333333333333,1.5048939771136507,1.0555555555555556,0.8726040960806521
Brescia,0.0,0.0,0.0,0.0,0.8888888888888888,0.9002541398626662,1.7222222222222223,1.3636264606493256
Napoli,0.0,0.0,0.0,0.0,1.5555555555555556,1.1991282236408358,1.3888888888888888,1.1447521637192346
Sassuolo,0.0,0.0,0.0,0.0,1.6666666666666667,1.0846522890932806,1.7222222222222223,1.319784098009776
