,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.5714285714285714,1.2434703403760614,1.2571428571428571,1.1966339344633528
Sampdoria,1.3142857142857143,1.207121724244435,1.6571428571428573,1.454058359999939
Genoa,1.2571428571428571,0.9185300642829263,1.8571428571428572,1.331581482184804
Parma,1.4,1.1682062670406028,1.457142857142857,1.093909802251623
Fiorentina,1.2285714285714286,1.1137037911643213,1.2857142857142858,1.2735182525177244
Lazio,2.0285714285714285,1.3169866292079826,1.0857142857142856,0.9194444797052752
Spal,0.7142857142857143,0.7100716024967262,2.0,1.3284223283101428
Lecce,1.2857142857142858,1.072968081632292,2.2,1.5300903471979148
Verona,1.2285714285714286,0.9420164319072111,1.2285714285714286,0.972737625156423
Juventus,2.085714285714286,0.9813384788563186,1.0857142857142856,1.0395538797520614
Udinese,0.9714285714285714,0.9544235798364888,1.4,1.537760021054306
Atalanta,2.7142857142857144,1.8875977352402267,1.2571428571428571,0.9804817886198226
Inter,2.1142857142857143,1.3453936351913687,1.0285714285714285,0.8906611650478365
Torino,1.2,1.079215401276752,1.8,1.5680636241593533
Cagliari,1.4285714285714286,1.3125125049424298,1.4857142857142858,1.0395538797520616
Bologna,1.3714285714285714,1.0025178386476334,1.6571428571428573,0.998317913022793
Roma,1.9714285714285715,1.5046147501000002,1.3428571428571427,0.998317913022793
Brescia,0.9428571428571428,0.8381652631810514,2.1142857142857143,1.5861798090237504
Napoli,1.542857142857143,1.1464230084422218,1.3142857142857143,0.9932545604469882
Sassuolo,1.8,1.2319281873646408,1.6571428571428573,1.2589177691890092
