,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.40625,1.1030566037007086,1.28125,1.2504031607910022
Sampdoria,1.21875,1.184152752788036,1.6875,1.490561704039248
Genoa,1.25,0.915810939779251,1.875,1.3619246343602935
Parma,1.375,1.211503997304124,1.375,1.0701220913160239
Fiorentina,1.1875,1.0906494070196242,1.375,1.2889105176778741
Lazio,2.125,1.3136995286643378,1.09375,0.9283830897266078
Spal,0.71875,0.7288689868556626,1.8125,1.1198358174592007
Lecce,1.25,1.0776318121606494,2.21875,1.5808200199528948
Verona,1.25,0.9837387536759294,1.21875,1.0075321174741456
Juventus,2.09375,0.9954533737723926,1.0,1.016001016001524
Udinese,0.96875,0.9666828882584055,1.4375,1.5849595497026252
Atalanta,2.71875,1.8357449924810785,1.28125,0.9913944236406651
Inter,2.125,1.3136995286643378,1.0625,0.87758833761769
Torino,1.1875,1.0606601717798212,1.875,1.6014106684521177
Cagliari,1.5,1.344043010064494,1.4375,1.0453429750487975
Bologna,1.4375,1.0140146973548327,1.59375,0.8370214087522955
Roma,1.84375,1.393750452046795,1.34375,1.0351678997366376
Brescia,0.875,0.8327955253822958,2.0,1.481063262354709
Napoli,1.625,1.157026221578126,1.34375,1.0035220234817486
Sassuolo,1.84375,1.2210353882483664,1.6875,1.2556324713967086
