,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.08,0.8621678104251708,1.28,1.3391539617733776
Sampdoria,1.08,1.1874342087037917,1.8,1.6329931618554523
Genoa,1.16,0.9865765724632496,1.84,1.4047538337136984
Parma,1.32,1.2151817422372124,1.24,1.1284207253207172
Fiorentina,1.28,1.173314393786536,1.44,1.3564659966250534
Lazio,2.32,1.3759844960366863,0.92,0.8124038404635958
Spal,0.76,0.7234178138070236,1.76,1.1284207253207175
Lecce,1.28,1.1372481406154653,1.96,1.2409673645990857
Verona,1.2,0.9128709291752769,1.0,1.0
Juventus,1.92,0.9539392014169453,0.96,0.8888194417315589
Udinese,0.84,0.8981462390204988,1.48,1.661324772583615
Atalanta,2.68,1.842100250619747,1.32,0.9882644720249061
Inter,2.04,1.1357816691600549,0.92,0.8124038404635958
Torino,1.12,1.1298967504452193,1.76,1.6401219466856725
Cagliari,1.56,1.2935738607954834,1.52,0.918331820930394
Bologna,1.52,1.0456258094238746,1.6,0.9128709291752768
Roma,1.88,1.3940349110884322,1.28,1.0614455552060438
Brescia,0.88,0.8326663997864532,1.84,1.34412301024373
Napoli,1.56,1.2274635093014645,1.4,1.0801234497346435
Sassuolo,1.56,1.1930353445448854,1.72,1.3076696830622019
