,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,1.0,0.7559289460184544,1.375,1.0606601717798212
Sampdoria,0.0,0.0,0.0,0.0,0.5,0.5345224838248488,2.0,1.4142135623730951
Genoa,0.0,0.0,0.0,0.0,1.125,0.9910312089651149,2.5,1.6035674514745464
Parma,0.0,0.0,0.0,0.0,1.625,1.8468119248354136,1.375,0.9161253813129043
Fiorentina,0.0,0.0,0.0,0.0,1.5,1.1952286093343936,1.25,1.3887301496588271
Lazio,0.0,0.0,0.0,0.0,2.0,1.3093073414159542,1.125,1.1259916264596033
Spal,0.0,0.0,0.0,0.0,0.75,0.8864052604279183,1.875,1.1259916264596033
Lecce,0.0,0.0,0.0,0.0,1.125,1.1259916264596033,2.125,1.3562026818605375
Verona,0.0,0.0,0.0,0.0,0.75,0.7071067811865476,0.875,0.8345229603962802
Juventus,0.0,0.0,0.0,0.0,1.875,1.1259916264596033,0.875,0.9910312089651149
Udinese,0.0,0.0,0.0,0.0,0.5,0.5345224838248488,0.75,1.0350983390135313
Atalanta,0.0,0.0,0.0,0.0,2.625,0.7440238091428449,1.625,1.0606601717798212
Inter,0.0,0.0,0.0,0.0,2.25,1.2817398889233114,0.875,1.1259916264596033
Torino,0.0,0.0,0.0,0.0,1.25,1.164964745021435,1.375,0.9161253813129043
Cagliari,0.0,0.0,0.0,0.0,1.5,1.0690449676496976,0.875,0.6408699444616557
Bologna,0.0,0.0,0.0,0.0,1.25,1.2817398889233114,1.375,1.0606601717798212
Roma,0.0,0.0,0.0,0.0,1.5,1.4142135623730951,1.25,1.0350983390135313
Brescia,0.0,0.0,0.0,0.0,0.875,0.9910312089651149,1.375,1.407885953173359
Napoli,0.0,0.0,0.0,0.0,2.125,1.5526475085202969,1.25,1.4880476182856899
Sassuolo,0.0,0.0,0.0,0.0,2.0,1.3093073414159542,2.0,1.7728105208558367
