Partita,0,1,2,3,4
Salernitana-Empoli,0.6569029574995985,0.21326434611434386,0.087198999936,0.018065126630971026,0.02456856981908659
Cagliari-Lazio,0.5305222258326393,0.3706963543934849,0.06935569916959948,0.023351268326238437,0.006074452278037926
Roma-Inter,0.8088689620443104,0.16925189906936136,0.012293091418087258,0.005659299592212268,0.003926747876028572
Sassuolo-Torino,0.7588466737448015,0.12028723352720876,0.08004925553212346,0.02590252794930074,0.014914309246565574
Fiorentina-Frosinone,0.2681313318560161,0.20528060932080747,0.3373063619689377,0.051757684031237594,0.13752401282300108
Bologna-Lecce,0.38860173200689596,0.37038608330150025,0.19990359499038532,0.0343909964922304,0.00671759320898796
Monza-Verona,0.2989138027954163,0.5273001463902298,0.14494614858869,0.02542523975693582,0.003414662468727917
Genoa-Atalanta,0.6990403330400672,0.20225859655765663,0.05715329170213403,0.03302486938098703,0.008522909319155095
Milan-Napoli,0.403634228784124,0.24936694129211265,0.19879152113929188,0.13322591782778964,0.014981390956681846
Juventus-Udinese,0.1556561313145458,0.5899246706744591,0.21130924761867242,0.03441572344924406,0.008694226943078727
