Partita,0,1,2,3,4
Salernitana-Empoli,0.404904372504668,0.3801296690582347,0.16106553498513348,0.039617407301489466,0.014283016150474248
Cagliari-Lazio,0.21737256919060474,0.3022111828998274,0.3925240746930245,0.06974697871478128,0.018145194501762135
Roma-Inter,0.24887334697021923,0.29418627242240664,0.3045136827921534,0.05645948003297751,0.09596721778224321
Sassuolo-Torino,0.2846272899760529,0.3949225311454548,0.246304892627321,0.05780131751429988,0.016343968736871422
Fiorentina-Frosinone,0.3310070693373226,0.4229792322661666,0.16394787973841088,0.07433508115360828,0.007730737504491631
Bologna-Lecce,0.47111127773250394,0.33210845621708696,0.17123618078493025,0.019531550517700513,0.006012534747778344
Monza-Verona,0.4762529017294213,0.2803565123510289,0.2078187623824722,0.026303199636050337,0.009268623901027201
Genoa-Atalanta,0.3052435205138185,0.34855254079651343,0.2427277996562837,0.0781978983211026,0.025278240712281786
Milan-Napoli,0.5470095034929895,0.20259938832964047,0.14907486073782686,0.06186195296472996,0.039454294474813106
Juventus-Udinese,0.6320068387925533,0.28027410911763295,0.062167675618133966,0.02164120541176937,0.003910171059910485
