Squadra,Mgf,Sgf,Mgs,Sgs
Inter,3.75,1.707825127659933,1.0,0.816496580927726
Lazio,2.75,2.5,1.5,0.5773502691896257
Roma,2.75,0.9574271077563381,1.25,1.2583057392117916
Napoli,2.5,1.0,0.5,0.5773502691896257
Bologna,1.25,1.2583057392117916,2.0,2.8284271247461903
Sassuolo,1.0,1.4142135623730951,1.25,0.9574271077563381
Atalanta,1.0,0.816496580927726,0.75,0.9574271077563381
Milan,2.0,1.4142135623730951,0.5,0.5773502691896257
Cagliari,1.75,0.5,2.75,0.9574271077563381
Juventus,1.0,0.816496580927726,1.5,0.5773502691896257
Spezia,1.25,0.9574271077563381,2.5,2.3804761428476167
Udinese,1.5,1.2909944487358056,1.5,1.9148542155126762
Salernitana,0.5,1.0,3.0,1.4142135623730951
Verona,1.5,1.2909944487358056,2.25,0.9574271077563381
Torino,1.75,1.5,1.0,1.1547005383792515
Sampdoria,1.25,1.5,0.75,0.9574271077563381
Empoli,0.75,0.5,2.0,1.4142135623730951
Fiorentina,1.75,0.5,1.5,1.0
Venezia,0.75,0.9574271077563381,2.0,0.816496580927726
Genoa,1.25,1.2583057392117916,2.5,1.0
