Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.090909090909091,1.4655126313775915,0.8181818181818182,0.8461141122266492
Lazio,1.9696969696969697,1.4680950344930095,1.4545454545454546,1.2270622715175534
Roma,1.6363636363636365,1.1406736446663275,1.121212121212121,1.1926225240403958
Napoli,1.7878787878787878,1.1390120652778375,0.8181818181818182,0.882274951990076
Bologna,1.121212121212121,0.9923953268977463,1.393939393939394,1.4564381625088383
Sassuolo,1.7575757575757576,1.1997474481714638,1.606060606060606,0.9662878045448577
Atalanta,1.7575757575757576,1.5817376329195494,1.2727272727272727,1.1530591721787111
Milan,1.7575757575757576,1.1734112405264998,0.8787878787878788,1.0234004518508308
Cagliari,0.9393939393939394,0.8638357026727486,1.8484848484848484,1.1758298165873144
Juventus,1.5151515151515151,0.9721500694726908,0.8787878787878788,0.8572330399888264
Spezia,1.0,0.75,1.7272727272727273,1.4847711791873703
Udinese,1.5454545454545454,1.4596855203028556,1.5151515151515151,1.4168894655461863
Salernitana,0.8484848484848485,0.8703882797784892,2.121212121212121,1.3637626204176754
Verona,1.7575757575757576,1.275497526220235,1.5151515151515151,0.9394550322265337
Torino,1.2121212121212122,1.218543591689885,1.0606060606060606,0.8638357026727486
Sampdoria,1.2121212121212122,1.111237366564176,1.696969696969697,1.2115292114938998
Empoli,1.2727272727272727,1.1256311360945266,1.8181818181818181,1.379640928252381
Fiorentina,1.606060606060606,1.3905797788016772,1.3333333333333333,1.1902380714238083
Venezia,0.8181818181818182,0.8083372383535791,1.8181818181818181,1.1026826791552913
Genoa,0.7272727272727273,0.910793859523358,1.6363636363636365,1.4538350537926794
