Squadra,Mgf,Sgf,Mgs,Sgs
Inter,3.6,1.51657508881031,1.0,0.7071067811865476
Lazio,2.4,2.3021728866442674,1.4,0.5477225575051661
Roma,2.4,1.140175425099138,1.0,1.224744871391589
Napoli,2.8,1.0954451150103321,0.4,0.5477225575051662
Bologna,1.4,1.140175425099138,2.0,2.449489742783178
Sassuolo,1.0,1.224744871391589,1.4,0.8944271909999159
Atalanta,1.2,0.8366600265340756,0.8,0.8366600265340756
Milan,2.0,1.224744871391589,0.4,0.5477225575051662
Cagliari,1.4,0.8944271909999159,2.6,0.8944271909999159
Juventus,1.4,1.140175425099138,1.6,0.5477225575051661
Spezia,1.4,0.8944271909999159,2.6,2.073644135332772
Udinese,1.2,1.3038404810405297,1.4,1.6733200530681511
Salernitana,0.8,1.0954451150103324,2.8,1.3038404810405297
Verona,1.6,1.140175425099138,2.2,0.8366600265340756
Torino,1.6,1.3416407864998738,1.0,1.0
Sampdoria,1.0,1.4142135623730951,1.4,1.6733200530681511
Empoli,1.0,0.7071067811865476,1.6,1.5165750888103102
Fiorentina,1.6,0.5477225575051661,1.8,1.0954451150103324
Venezia,0.6,0.8944271909999159,2.0,0.7071067811865476
Genoa,1.4,1.140175425099138,2.4,0.8944271909999161
