Squadra,Mgf,Sgf,Mgs,Sgs
Inter,2.24,1.392838827718412,0.88,0.8812869377601523
Lazio,2.08,1.5253414918196733,1.56,1.2935738607954836
Roma,1.68,1.2489995996796799,1.28,1.2754084313139327
Napoli,1.84,1.2138094304022082,0.68,0.9
Bologna,1.24,1.011599393699568,1.64,1.57797338380595
Sassuolo,1.64,1.1503622617824931,1.76,1.011599393699568
Atalanta,2.0,1.6072751268321592,1.32,1.1803954139750517
Milan,2.0,1.1902380714238083,1.04,1.0598742063723097
Cagliari,1.0,0.9128709291752769,1.84,1.0677078252031311
Juventus,1.48,0.9626352718795768,0.88,0.9273618495495703
Spezia,1.08,0.7593857166596344,1.84,1.4910846164230027
Udinese,1.36,1.4106735979665885,1.64,1.6041612554021287
Salernitana,0.8,0.8660254037844386,2.16,1.4047538337136984
Verona,1.88,1.3638181696985856,1.6,1.0
Torino,1.4,1.3228756555322954,1.16,0.8981462390204986
Sampdoria,1.32,1.1803954139750517,1.68,1.1803954139750517
Empoli,1.52,1.1224972160321824,1.92,1.3820274961085255
Fiorentina,1.72,1.5416441439796238,1.52,1.2288205727444508
Venezia,0.92,0.862167810425171,1.8,1.118033988749895
Genoa,0.84,0.9865765724632496,1.84,1.4341083176199303
