Partita,0,1,2,3,4
Bologna-Genoa,0.5396644769398847,0.3083248450247441,0.1078745300417106,0.0364542568997919,0.00768189109386853
Inter-Verona,0.8605006888029693,0.10339962465223321,0.02850899006624744,0.005796962773494898,0.0017937337050551647
Frosinone-Monza,0.4032388176836998,0.3001103055458135,0.2118516707872742,0.07471265639325415,0.01008654958995819
Lecce-Cagliari,0.4404313197958885,0.3503447294326457,0.1601208321074498,0.04107170955591135,0.008031409108104655
Sassuolo-Fiorentina,0.09165517076424924,0.37491832181760043,0.41584753675554115,0.1005283411960993,0.017050629466509957
Empoli-Milan,0.27545926448434366,0.25573391564793985,0.30661606704051125,0.13816631900384643,0.02402443382335874
Torino-Napoli,0.5737865007216719,0.20913381805365955,0.1309871071225074,0.06509690757871713,0.020995666523444024
Udinese-Lazio,0.3850147436778681,0.3229558444511814,0.19644956096265484,0.08489726548038003,0.010682585427915635
Salernitana-Juventus,0.09476310672633548,0.3865371142915567,0.4458350745766589,0.058802876808042,0.014061827597406793
Roma-Atalanta,0.3386022444945058,0.42221279288154145,0.18208937181985638,0.04950177732933094,0.00759381347476521
