Partita,0,1,2,3,4
Verona-Napoli,0.4343097681874798,0.4797112327032544,0.06176440259964944,0.01913425008974985,0.005080346419866377
Torino-Inter,0.9134822895542754,0.06534408776651465,0.016658586197406972,0.003476174767971967,0.0010388617138312206
Sassuolo-Lazio,0.1531275157262253,0.31597084727243396,0.35583247749761726,0.12367146514258766,0.05139769436113588
Roma-Monza,0.48519404772711855,0.23722697468695925,0.07634778717193912,0.18245828901671643,0.01877290139726682
Bologna-Frosinone,0.15084073686250604,0.6128825095053553,0.19309726347311743,0.02851521142085303,0.01466427873816831
Salernitana-Cagliari,0.2756611203664229,0.40229262507611874,0.27853240703903737,0.019153503116245606,0.024360344402175577
Atalanta-Genoa,0.05577682117887017,0.18261264427394644,0.6451976511849971,0.10699628029029012,0.009416603071896366
Milan-Juventus,0.5858611236303918,0.1897264684464373,0.14539636101690023,0.05467954808263957,0.024336498823631335
Udinese-Lecce,0.596546436296532,0.2264978300282228,0.10383532331494011,0.0686631097195716,0.004457300640733464
Fiorentina-Empoli,0.14125235453591042,0.15572858705012033,0.05479795128506036,0.20571715384650524,0.4425039532824036
