Partita,0,1,2,3,4
Verona-Napoli,0.20380333087449778,0.22959155261767175,0.29067311780086974,0.2439906897192406,0.03194130898772011
Torino-Inter,0.0875864284029227,0.07430580969641092,0.33016145273023473,0.07114656411496142,0.4367997450554704
Sassuolo-Lazio,0.0881967808473465,0.4062028265339244,0.3616415070627056,0.12806442723815004,0.015894458317873533
Roma-Monza,0.5799447524678778,0.1654847244328824,0.1681079208475584,0.06607866496527608,0.02038393728640543
Bologna-Frosinone,0.36555149420337757,0.4005712169609385,0.1979089858526321,0.02774724162824262,0.008221061354809144
Salernitana-Cagliari,0.1782084900885261,0.5659756697688118,0.18091904554026633,0.05193309443265385,0.022963700169741925
Atalanta-Genoa,0.6793748075922649,0.17964432325769875,0.06493962678089946,0.041008100689596295,0.03503314167954065
Milan-Juventus,0.22108858418340943,0.378296077980071,0.2508558220173816,0.1318447832532796,0.01791473256585842
Udinese-Lecce,0.3619633185398716,0.35096998507773286,0.22510051925977165,0.04579565749979803,0.016170519622825705
Fiorentina-Empoli,0.5825131067306364,0.31725098340897684,0.08581624087305813,0.01115930353022141,0.0032603654571071996
