Partita,0,1,2,3,4
Monza-Juventus,0.8887582724870294,0.051347533430137066,0.0425493573552235,0.01196981199971344,0.005375024727896517
Genoa-Empoli,0.32283723138851483,0.4581119078095932,0.1200480978530796,0.06845185431590911,0.030550908632903436
Lazio-Cagliari,0.09108750024638325,0.4349840440557583,0.40594155345481486,0.05511317608631704,0.01287372615672646
Milan-Frosinone,0.05383009640705101,0.4560505990790927,0.31642455076994364,0.15558175434477065,0.0181129993991419
Lecce-Bologna,0.5077750217354002,0.24404440301289299,0.234798585941934,0.009774729394062966,0.003607259915709846
Fiorentina-Salernitana,0.07351023899470825,0.22467938429235804,0.42833724296742365,0.21021691216011384,0.06325622158539615
Udinese-Verona,0.3048741567194235,0.5509003265771426,0.11739018931994012,0.023093021483500613,0.0037423058999931902
Sassuolo-Roma,0.23833502663828007,0.47638041582928264,0.22015220760459647,0.03761675664451118,0.0275155932833296
Napoli-Inter,0.5186035219295702,0.3566125493624147,0.08060153941450036,0.028935889791028603,0.015246499502486088
Torino-Atalanta,0.5340526992752919,0.33152522918091626,0.08138696798238286,0.04501928310381065,0.00801582045759823
