,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.962962962962963,1.1596246568305386,1.0740740740740742,1.0350000344082464
Sampdoria,1.2962962962962963,1.1706281947614157,1.7037037037037037,1.2653614507877193
Genoa,0.8148148148148148,0.9622504486493759,1.7407407407407407,1.4302391567790491
Venezia,0.9259259259259259,0.8286191444865889,1.8148148148148149,1.110683678469362
Fiorentina,1.6666666666666667,1.4935759876113537,1.4814814814814814,1.2206672314879636
Lazio,2.0,1.4935759876113537,1.5555555555555556,1.2506408613597129
Salernitana,0.8518518518518519,0.8639668665167353,2.111111111111111,1.3681355458414464
Spezia,1.037037037037037,0.7586162241203225,1.8148148148148149,1.4421414908988923
Verona,1.9259259259259258,1.3279807090213185,1.5925925925925926,0.9710921393049906
Juventus,1.5185185185185186,0.9754829324836758,0.9259259259259259,0.9167637866189091
Udinese,1.3333333333333333,1.358732440973515,1.5925925925925926,1.550663859306202
Atalanta,2.0,1.640825308284734,1.2592592592592593,1.1633040674201878
Inter,2.074074074074074,1.46565621758588,0.8888888888888888,0.8915558282417285
Torino,1.3703703703703705,1.275453106460848,1.1851851851851851,0.8786806997310068
Cagliari,1.037037037037037,0.8979241650984822,1.7777777777777777,1.0500305245868342
Bologna,1.2592592592592593,0.9842057552468227,1.5925925925925926,1.525658981435671
Roma,1.6666666666666667,1.2089410496539776,1.2592592592592593,1.2585887271247838
Empoli,1.4814814814814814,1.1221672153735642,1.962962962962963,1.3439746300685167
Napoli,1.8148148148148149,1.177906782162488,0.7037037037037037,0.8688991627258915
Sassuolo,1.6666666666666667,1.109400392450458,1.6666666666666667,1.0377490433255414
