,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.272727272727273,1.1037127426019047,0.9090909090909091,0.8312094145936334
Sampdoria,0.0,0.0,0.0,0.0,1.2727272727272727,1.1908743922772957,2.090909090909091,1.3751033019046572
Genoa,0.0,0.0,0.0,0.0,1.3636363636363635,1.12006493318265,2.0,1.0954451150103321
Venezia,0.0,0.0,0.0,0.0,0.7272727272727273,0.6466697906828632,1.5454545454545454,1.0357254813546264
Fiorentina,0.0,0.0,0.0,0.0,1.4545454545454546,1.0357254813546264,1.1818181818181819,1.0787197799411874
Lazio,0.0,0.0,0.0,0.0,2.0,1.7320508075688772,1.7272727272727273,1.1037127426019047
Salernitana,0.0,0.0,0.0,0.0,0.9090909090909091,0.9438798074485388,2.090909090909091,1.4459976109624424
Spezia,0.0,0.0,0.0,0.0,1.0909090909090908,0.8312094145936334,2.3636363636363638,1.5666989036012804
Verona,0.0,0.0,0.0,0.0,2.1818181818181817,1.2504544628399563,1.8181818181818181,1.0787197799411874
Juventus,0.0,0.0,0.0,0.0,1.3636363636363635,0.9244162777371754,1.3636363636363635,0.8090398349558905
Udinese,0.0,0.0,0.0,0.0,1.0909090909090908,1.1361818036340359,1.4545454545454546,1.213559752433836
Atalanta,0.0,0.0,0.0,0.0,1.8181818181818181,1.0787197799411874,1.2727272727272727,0.904534033733291
Inter,0.0,0.0,0.0,0.0,2.5454545454545454,1.439696937805757,1.0909090909090908,0.9438798074485389
Torino,0.0,0.0,0.0,0.0,1.3636363636363635,1.3618169680781096,1.0,0.7745966692414834
Cagliari,0.0,0.0,0.0,0.0,1.0909090909090908,1.044465935734187,2.1818181818181817,0.8738628975053029
Bologna,0.0,0.0,0.0,0.0,1.5454545454545454,1.0357254813546264,2.0,2.04939015319192
Roma,0.0,0.0,0.0,0.0,1.7272727272727273,1.1908743922772957,1.0909090909090908,1.1361818036340359
Empoli,0.0,0.0,0.0,0.0,1.4545454545454546,1.439696937805757,1.9090909090909092,1.2210278829367864
Napoli,0.0,0.0,0.0,0.0,2.090909090909091,1.2210278829367864,0.2727272727272727,0.46709936649691375
Sassuolo,0.0,0.0,0.0,0.0,1.3636363636363635,1.026910636104941,1.3636363636363635,0.8090398349558905
