,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.8666666666666667,1.1366415543118706,0.9666666666666667,1.0333518722845685
Sampdoria,1.3,1.118804780974337,1.7,1.2635472781569872
Genoa,0.7666666666666667,0.9352607356658147,1.5666666666666667,1.454679330307195
Venezia,0.8666666666666667,0.8193072487266859,1.8666666666666667,1.1366415543118709
Fiorentina,1.6,1.4287684593190135,1.4,1.191926866536875
Lazio,1.9333333333333333,1.4840144374549438,1.5,1.2798167972341818
Salernitana,0.8333333333333334,0.8742813140471172,2.2,1.3995073024658258
Spezia,1.0333333333333334,0.7648904962570576,1.8,1.4715696522350923
Verona,1.8333333333333333,1.2887666740841357,1.5666666666666667,0.9352607356658149
Juventus,1.5666666666666667,0.9714309861845772,0.8666666666666667,0.8995528902176071
Udinese,1.3333333333333333,1.295438504731209,1.5666666666666667,1.4781939897267773
Atalanta,1.8333333333333333,1.6417680405132071,1.1666666666666667,1.1472105098991157
Inter,2.1,1.51657508881031,0.8666666666666667,0.8603661343041525
Torino,1.2666666666666666,1.2576204496597128,1.1333333333333333,0.8603661343041525
Cagliari,0.9333333333333333,0.9071871393197363,1.8,1.0305673027596216
Bologna,1.1333333333333333,1.0080138659874616,1.5,1.4797483476638158
Roma,1.6666666666666667,1.1841869998335197,1.1666666666666667,1.2340942045675147
Empoli,1.3666666666666667,1.1290317283753193,1.8333333333333333,1.3412123525798008
Napoli,1.7666666666666666,1.1651056880677462,0.7333333333333333,0.8276819867946673
Sassuolo,1.8333333333333333,1.2058287558794354,1.6333333333333333,0.9994251221140299
