,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.0,1.1661903789690602,1.0769230769230769,1.0553891006856921
Sampdoria,1.3461538461538463,1.1642098674142114,1.6153846153846154,1.2025613689761723
Genoa,0.8461538461538461,0.967152839723182,1.8076923076923077,1.4147573861049327
Venezia,0.9230769230769231,0.8448941672459066,1.7692307692307692,1.106623415898735
Fiorentina,1.6923076923076923,1.5170822197687446,1.4615384615384615,1.2403473458920844
Lazio,2.0384615384615383,1.5094573655660297,1.5384615384615385,1.2721876978109554
Salernitana,0.8461538461538461,0.8805592628464114,2.1538461538461537,1.3767296813044367
Spezia,1.0769230769230769,0.7442084075352509,1.8461538461538463,1.4612955263685083
Verona,1.8846153846153846,1.3364706678987932,1.6153846153846154,0.9829312519977406
Juventus,1.4615384615384615,0.9478721108153454,0.8846153846153846,0.9089300556994725
Udinese,1.3461538461538463,1.3839742105200574,1.6153846153846154,1.5767542123469485
Atalanta,1.9230769230769231,1.6229128608296115,1.3076923076923077,1.1582480138288438
Inter,2.1538461538461537,1.4336612624272915,0.9230769230769231,0.8909804452658623
Torino,1.3846153846153846,1.2985198674467195,1.1538461538461537,0.8805592628464114
Cagliari,1.0,0.8944271909999159,1.8076923076923077,1.0590271297461937
Bologna,1.2692307692307692,1.0023050357128735,1.6153846153846154,1.5511782122483042
Roma,1.6923076923076923,1.2253727847224538,1.3076923076923077,1.2575923272422036
Empoli,1.4615384615384615,1.1395005653625356,1.9230769230769231,1.3541957590563316
Napoli,1.8076923076923077,1.2006408545183118,0.6923076923076923,0.8840466399113008
Sassuolo,1.6538461538461537,1.1293292767765368,1.6923076923076923,1.0495420246652638
