,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.142857142857143,1.0690449676496974,0.7142857142857143,0.7559289460184544
Sampdoria,1.4285714285714286,1.3972762620115438,1.8571428571428572,1.5735915849388862
Genoa,1.4285714285714286,1.2724180205607036,2.2857142857142856,0.951189731211342
Venezia,0.7142857142857143,0.7559289460184544,1.7142857142857142,0.7559289460184545
Fiorentina,1.4285714285714286,0.5345224838248488,1.5714285714285714,1.1338934190276817
Lazio,2.142857142857143,2.1157009420498154,1.7142857142857142,0.7559289460184545
Salernitana,0.7142857142857143,0.9511897312113418,2.142857142857143,1.5735915849388864
Spezia,1.1428571428571428,0.8997354108424372,2.7142857142857144,1.7994708216848745
Verona,2.142857142857143,1.3451854182690985,2.0,1.1547005383792515
Juventus,1.5714285714285714,1.1338934190276817,1.4285714285714286,0.7867957924694432
Udinese,1.2857142857142858,1.3801311186847085,1.5714285714285714,1.511857892036909
Atalanta,1.4285714285714286,0.7867957924694431,1.2857142857142858,1.1126972805283737
Inter,3.142857142857143,1.4638501094227998,1.1428571428571428,0.6900655593423541
Torino,1.2857142857142858,1.2535663410560176,1.0,0.816496580927726
Cagliari,1.1428571428571428,0.8997354108424372,2.2857142857142856,0.951189731211342
Bologna,1.7142857142857142,1.1126972805283737,2.0,2.309401076758503
Roma,2.2857142857142856,0.951189731211342,1.1428571428571428,1.3451854182690985
Empoli,1.2857142857142858,1.3801311186847085,1.7142857142857142,1.2535663410560174
Napoli,2.5714285714285716,0.9759000729485333,0.42857142857142855,0.5345224838248487
Sassuolo,1.0,1.0,1.2857142857142858,0.9511897312113419
