,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.2,1.082325538564332,1.2,1.2071217242444348
Sampdoria,0.0,0.0,0.0,0.0,1.4,1.121223821162776,1.9333333333333333,1.334523278535216
Genoa,0.0,0.0,0.0,0.0,1.1333333333333333,1.1254628677422753,1.9333333333333333,1.0997835284835873
Venezia,0.0,0.0,0.0,0.0,0.8,0.8618916073713347,1.6666666666666667,1.1751393027860062
Fiorentina,0.0,0.0,0.0,0.0,1.6,1.2421180068162376,1.3333333333333333,1.0465362369445672
Lazio,0.0,0.0,0.0,0.0,1.9333333333333333,1.7511900715418265,1.9333333333333333,1.3345232785352157
Salernitana,0.0,0.0,0.0,0.0,0.7333333333333333,0.8837151016885368,2.066666666666667,1.2798809468443688
Spezia,0.0,0.0,0.0,0.0,1.0,0.8451542547285166,2.2666666666666666,1.6676187756655838
Verona,0.0,0.0,0.0,0.0,1.8666666666666667,1.245945806357946,1.6666666666666667,1.1126972805283735
Juventus,0.0,0.0,0.0,0.0,1.3333333333333333,0.8997354108424374,1.0666666666666667,0.8837151016885368
Udinese,0.0,0.0,0.0,0.0,1.3333333333333333,1.3451854182690985,1.6,1.2983506020002014
Atalanta,0.0,0.0,0.0,0.0,2.1333333333333333,1.3557637102737476,1.1333333333333333,0.9154754164341269
Inter,0.0,0.0,0.0,0.0,2.4,1.2983506020002018,1.0,0.9258200997725514
Torino,0.0,0.0,0.0,0.0,1.2666666666666666,1.2798809468443686,1.0666666666666667,0.7037315505489967
Cagliari,0.0,0.0,0.0,0.0,1.0666666666666667,0.9611501047232549,1.9333333333333333,0.9611501047232549
Bologna,0.0,0.0,0.0,0.0,1.4,0.9856107606091622,1.6,1.8822478962286406
Roma,0.0,0.0,0.0,0.0,1.6,1.1212238211627763,1.0666666666666667,1.1629191512658792
Empoli,0.0,0.0,0.0,0.0,1.5333333333333334,1.245945806357946,1.8666666666666667,1.0600988273786192
Napoli,0.0,0.0,0.0,0.0,2.1333333333333333,1.1872336794093274,0.6,0.9102589898327994
Sassuolo,0.0,0.0,0.0,0.0,1.6,0.9856107606091623,1.5333333333333334,0.833809387832792
