,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.25,1.0350983390135313,0.875,0.8345229603962802
Sampdoria,0.0,0.0,0.0,0.0,1.375,1.3024701806293193,2.0,1.5118578920369088
Genoa,0.0,0.0,0.0,0.0,1.5,1.1952286093343936,2.25,0.8864052604279183
Venezia,0.0,0.0,0.0,0.0,0.75,0.7071067811865476,1.5,0.9258200997725514
Fiorentina,0.0,0.0,0.0,0.0,1.25,0.7071067811865476,1.5,1.0690449676496976
Lazio,0.0,0.0,0.0,0.0,2.25,1.9820624179302297,1.625,0.7440238091428449
Salernitana,0.0,0.0,0.0,0.0,0.75,0.8864052604279183,2.125,1.4577379737113252
Spezia,0.0,0.0,0.0,0.0,1.25,0.8864052604279183,2.5,1.7728105208558367
Verona,0.0,0.0,0.0,0.0,2.125,1.246423454758225,2.125,1.1259916264596033
Juventus,0.0,0.0,0.0,0.0,1.5,1.0690449676496976,1.25,0.8864052604279183
Udinese,0.0,0.0,0.0,0.0,1.25,1.2817398889233114,1.5,1.4142135623730951
Atalanta,0.0,0.0,0.0,0.0,1.75,1.164964745021435,1.25,1.0350983390135313
Inter,0.0,0.0,0.0,0.0,2.875,1.5526475085202969,1.375,0.9161253813129043
Torino,0.0,0.0,0.0,0.0,1.125,1.246423454758225,1.0,0.7559289460184544
Cagliari,0.0,0.0,0.0,0.0,1.375,1.0606601717798212,2.125,0.9910312089651149
Bologna,0.0,0.0,0.0,0.0,1.625,1.0606601717798212,1.875,2.1671244937540095
Roma,0.0,0.0,0.0,0.0,2.0,1.1952286093343936,1.125,1.246423454758225
Empoli,0.0,0.0,0.0,0.0,1.25,1.2817398889233114,2.0,1.4142135623730951
Napoli,0.0,0.0,0.0,0.0,2.375,1.0606601717798212,0.375,0.5175491695067657
Sassuolo,0.0,0.0,0.0,0.0,1.125,0.9910312089651149,1.375,0.9161253813129043
