,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.0,1.1902380714238083,1.04,1.05987420637231
Sampdoria,1.32,1.1803954139750514,1.68,1.1803954139750514
Genoa,0.84,0.9865765724632498,1.84,1.4341083176199303
Venezia,0.92,0.8621678104251707,1.8,1.118033988749895
Fiorentina,1.72,1.5416441439796236,1.52,1.2288205727444508
Lazio,2.08,1.5253414918196737,1.56,1.2935738607954836
Salernitana,0.8,0.8660254037844386,2.16,1.4047538337136982
Spezia,1.08,0.7593857166596343,1.84,1.4910846164230025
Verona,1.88,1.3638181696985854,1.6,1.0
Juventus,1.48,0.9626352718795766,0.88,0.9273618495495703
Udinese,1.36,1.4106735979665885,1.64,1.6041612554021287
Atalanta,2.0,1.6072751268321592,1.32,1.1803954139750517
Inter,2.24,1.392838827718412,0.88,0.8812869377601523
Torino,1.4,1.3228756555322951,1.16,0.8981462390204987
Cagliari,1.0,0.9128709291752769,1.84,1.0677078252031313
Bologna,1.24,1.011599393699568,1.64,1.5779733838059502
Roma,1.68,1.2489995996796797,1.28,1.2754084313139327
Empoli,1.52,1.1224972160321822,1.92,1.382027496108525
Napoli,1.84,1.2138094304022082,0.68,0.8999999999999998
Sassuolo,1.64,1.1503622617824931,1.76,1.011599393699568
