,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.1363636363636362,1.166821263721167,1.1363636363636365,1.0821255338433111
Sampdoria,1.3181818181818181,1.04135276655684,1.8181818181818181,1.1806521053804941
Genoa,0.9090909090909091,1.0192943828752512,2.0454545454545454,1.3965015038360862
Venezia,0.9090909090909091,0.8678978933300582,1.8181818181818181,1.1806521053804941
Fiorentina,1.8181818181818181,1.5927324121761746,1.5,1.2630273533214138
Lazio,2.090909090909091,1.5402254290506872,1.7727272727272727,1.2317938209440804
Salernitana,0.7272727272727273,0.8827348295047496,2.1363636363636362,1.4241272864946197
Spezia,1.0454545454545454,0.7854190708679775,1.9090909090909092,1.5402254290506872
Verona,1.8636363636363635,1.3200091827045153,1.6818181818181819,0.9945740239808647
Juventus,1.5454545454545454,0.9625003513801574,0.9545454545454546,0.9500512631418383
Udinese,1.4545454545454546,1.4384936806479438,1.6818181818181819,1.5549112250379178
Atalanta,2.1818181818181817,1.622354656674869,1.3636363636363635,1.2167659925061518
Inter,2.3636363636363638,1.4324622340390172,0.8181818181818182,0.9069238239845847
Torino,1.5,1.371478173706159,1.0909090909090908,0.9211323729436766
Cagliari,0.9545454545454546,0.9500512631418383,1.9545454545454546,1.0900971004051376
Bologna,1.3636363636363635,1.0021621646864365,1.6363636363636365,1.6196841122196088
Roma,1.6363636363636365,1.1769797726729994,1.2727272727272727,1.315903389919538
Empoli,1.5909090909090908,1.1405550406998344,1.9545454545454546,1.3265520192364337
Napoli,1.7727272727272727,1.1925090867905042,0.6818181818181818,0.9454836825347089
Sassuolo,1.7272727272727273,1.1621744062959527,1.6818181818181819,0.9454836825347087
