Partita,0,1,2,3,4
Empoli-Bologna,0.30126485306390094,0.3121353835787256,0.2787731495329289,0.09358406604122699,0.014242547783217513
Monza-Cagliari,0.677065759952672,0.15602877882595073,0.11740481036605784,0.03535845805118242,0.014142192804137059
Udinese-Torino,0.2286669745845298,0.6002314664478774,0.11719152973766851,0.04538765662584463,0.008522372604079675
Salernitana-Lecce,0.16087741472920797,0.35731598323560926,0.40003979470110257,0.06554984550507555,0.016216961829004523
Frosinone-Lazio,0.10179544843451752,0.4702678950155905,0.34829810513349857,0.06975485784358246,0.009883693572811006
Juventus-Genoa,0.41966400594283826,0.34737889315985304,0.19165223408248752,0.03362829505254408,0.007676571762277161
Verona-Milan,0.1592706196879278,0.40093885310059163,0.30131434368503196,0.11036057400036976,0.028115609526078736
Atalanta-Fiorentina,0.3882031028760285,0.3702524545302939,0.16620719331586795,0.05044080883290022,0.024896440444909462
Roma-Sassuolo,0.4956478934253052,0.3173715485624555,0.12766740252490585,0.050342336052501525,0.008970819434832022
Inter-Napoli,0.6889382731802662,0.1308719874673561,0.15577649059268414,0.0163982417093729,0.0080150070503205
