Partita,0,1,2,3,4
Empoli-Bologna,0.6946262544712973,0.19972605550885575,0.07128598821723507,0.029875666961438195,0.004486034841173602
Monza-Cagliari,0.10937837261157729,0.4576381668226704,0.19635285032866476,0.179999242295653,0.0566313679414347
Udinese-Torino,0.1213375083161574,0.7910164427147147,0.046404954256278275,0.036521647292029794,0.0047194474208198155
Salernitana-Lecce,0.29264363222595086,0.4029596254074905,0.2685014476774287,0.02696577387754577,0.008929520811584197
Frosinone-Lazio,0.1173085675674849,0.5493730597232954,0.2940958404324238,0.030878652592406044,0.008343879684389934
Juventus-Genoa,0.07136108606533567,0.1961776006383175,0.6648610079121906,0.057082812512040726,0.010517492872115479
Verona-Milan,0.3581957165049485,0.34910542788733656,0.2216283144668717,0.05036996685671914,0.020700574284124057
Atalanta-Fiorentina,0.05019529098298952,0.83714774636058,0.07498605916632689,0.028443416423836815,0.009227487066266676
Roma-Sassuolo,0.04151468710519132,0.12524146155740662,0.14561414241739787,0.20362876555737708,0.4840009433626271
Inter-Napoli,0.06724323211780045,0.48023433588371134,0.3485922433888992,0.08637589950141178,0.017554289108177325
