Partita,0,1,2,3,4
Cagliari-Torino,0.7712791137285104,0.13532748512273376,0.06711468193711845,0.023765618235062933,0.0025131009765743725
Atalanta-Udinese,0.2399926069005433,0.2561525235979023,0.21536258994752255,0.1884975704012748,0.09999470915275702
Juventus-Empoli,0.5438637842202751,0.20540028082442813,0.15652083864226285,0.08686833050259254,0.007346765810441457
Milan-Bologna,0.660973919615622,0.2693936046323392,0.039922180217550333,0.019922100283084006,0.009788195251404322
Genoa-Lecce,0.40527220737788816,0.2390056712477123,0.3284655085420749,0.02409902265159202,0.003157590180732472
Verona-Frosinone,0.45789944795935467,0.3557603493061269,0.14945957789956102,0.03278335565626345,0.0040972691786941105
Monza-Sassuolo,0.6211904623975559,0.1746827095090921,0.1442280402921647,0.05630102835952238,0.0035977594416648677
Lazio-Napoli,0.4915938862528589,0.34225083916561455,0.13091354595728577,0.03194747488592639,0.0032942537383141277
Fiorentina-Inter,0.7438449825943669,0.21216271212964677,0.016250744569063474,0.022746380889403475,0.004995179817519339
Salernitana-Roma,0.6550091226658696,0.27640492262577215,0.052178799643913525,0.009936936420657981,0.006470218643786645
