Partita,0,1,2,3,4
Salernitana-Frosinone,0.41,0.2,0.23,0.05,0.11
Lecce-Genoa,0.53,0.2,0.19,0.05,0.03
Milan-Verona,0.47,0.2,0.2,0.1,0.02
Sassuolo-Juventus,0.41,0.2,0.31,0.06,0.03
Lazio-Monza,0.54,0.17,0.19,0.07,0.03
Empoli-Inter,0.38,0.18,0.26,0.06,0.12
Atalanta-Cagliari,0.54,0.2,0.19,0.05,0.02
Udinese-Fiorentina,0.5,0.18,0.21,0.06,0.04
Bologna-Napoli,0.5,0.2,0.21,0.05,0.04
Torino-Roma,0.55,0.2,0.16,0.06,0.03
