Partita,0,1,2,3,4
Salernitana-Frosinone,0.41,0.47,0.06,0.06,0.0
Lecce-Genoa,0.21,0.24,0.38,0.09,0.09
Milan-Verona,0.12,0.29,0.35,0.18,0.06
Sassuolo-Juventus,0.29,0.53,0.09,0.09,0.0
Lazio-Monza,0.26,0.21,0.32,0.12,0.09
Empoli-Inter,0.32,0.53,0.09,0.06,0.0
Atalanta-Cagliari,0.18,0.26,0.29,0.15,0.12
Udinese-Fiorentina,0.32,0.5,0.06,0.06,0.06
Bologna-Napoli,0.12,0.44,0.09,0.26,0.09
Torino-Roma,0.24,0.24,0.35,0.12,0.06
