,0,1,2
0,Torino,Fiorentina,1 - 1
1,Bologna,Milan,1 - 2
2,Sampdoria,Juventus,0 - 2
3,Inter,Benevento,4 - 0
4,Spezia,Udinese,0 - 1
5,Crotone,Genoa,0 - 3
6,Atalanta,Lazio,1 - 3
7,Cagliari,Sassuolo,1 - 1
8,Napoli,Parma,2 - 0
9,Roma,Verona,3 - 1
