,0,1,2
0,Milan,Sampdoria,1 - 1
1,Napoli,Crotone,4 - 3
2,Genoa,Fiorentina,1 - 1
3,Benevento,Parma,2 - 2
4,Sassuolo,Roma,2 - 2
5,Lazio,Spezia,2 - 1
6,Atalanta,Udinese,3 - 2
7,Cagliari,Verona,0 - 2
8,Torino,Juventus,2 - 2
9,Bologna,Inter,0 - 1
