,0,1,2
0,Napoli,Atalanta,4 - 1
1,Inter,Milan,1 - 2
2,Sampdoria,Lazio,3 - 0
3,Crotone,Juventus,1 - 1
4,Bologna,Sassuolo,3 - 4
5,Spezia,Fiorentina,2 - 2
6,Torino,Cagliari,2 - 3
7,Udinese,Parma,3 - 2
8,Roma,Benevento,5 - 2
9,Verona,Genoa,0 - 0
