,0,1,2
0,Spezia,Parma,2 - 2
1,Bologna,Lazio,2 - 0
2,Verona,Juventus,1 - 1
3,Sampdoria,Atalanta,0 - 2
4,Crotone,Cagliari,0 - 2
5,Udinese,Fiorentina,1 - 0
6,Inter,Genoa,3 - 0
7,Napoli,Benevento,2 - 0
8,Roma,Milan,1 - 2
9,Torino,Sassuolo,3 - 2
