,0,1,2
0,Fiorentina,Inter,0 - 2
1,Sassuolo,Spezia,1 - 2
2,Atalanta,Torino,3 - 3
3,Juventus,Roma,2 - 0
4,Genoa,Napoli,2 - 1
5,Benevento,Sampdoria,1 - 1
6,Milan,Crotone,4 - 0
7,Udinese,Verona,2 - 0
8,Parma,Bologna,0 - 3
9,Lazio,Cagliari,1 - 0
