,0,1,2
0,Torino,Atalanta,2 - 4
1,Cagliari,Lazio,0 - 2
2,Sampdoria,Benevento,2 - 3
3,Inter,Fiorentina,4 - 3
4,Spezia,Sassuolo,1 - 4
5,Verona,Udinese,1 - 0
6,Crotone,Milan,0 - 2
7,Napoli,Genoa,6 - 0
8,Roma,Juventus,2 - 2
9,Bologna,Parma,4 - 1
