,0,1,2
0,Fiorentina,Verona,1 - 1
1,Sampdoria,Crotone,3 - 1
2,Parma,Juventus,0 - 4
3,Torino,Bologna,1 - 1
4,Benevento,Genoa,2 - 0
5,Cagliari,Udinese,1 - 1
6,Inter,Spezia,2 - 1
7,Sassuolo,Milan,1 - 2
8,Atalanta,Roma,4 - 1
9,Lazio,Napoli,2 - 0
