,0,1,2
0,Spal,Parma,1 - 0
1,Verona,Sampdoria,2 - 0
2,Genoa,Milan,1 - 2
3,Fiorentina,Udinese,1 - 0
4,Atalanta,Lecce,3 - 1
5,Bologna,Lazio,2 - 2
6,Roma,Cagliari,1 - 1
7,Torino,Napoli,0 - 0
8,Inter,Juventus,1 - 2
9,Brescia,Sassuolo,0 - 2
