,0,1,2
0,Brescia,Milan,0 - 1
1,Spal,Bologna,1 - 3
2,Fiorentina,Genoa,0 - 0
3,Torino,Atalanta,0 - 7
4,Inter,Cagliari,1 - 1
5,Verona,Lecce,3 - 0
6,Sampdoria,Sassuolo,0 - 0
7,Parma,Udinese,2 - 0
8,Roma,Lazio,1 - 1
9,Napoli,Juventus,2 - 1
